user_id,event_date,event_type,event_month,event_timestamp,cohort_month
u0004,2023-09-03,feature_use,2023-09,2023-09-03,2023-04
u0004,2023-09-11,login,2023-09,2023-09-11,2023-04
u0004,2023-09-13,login,2023-09,2023-09-13,2023-04
u0004,2023-09-17,export,2023-09,2023-09-17,2023-04
u0004,2023-09-21,export,2023-09,2023-09-21,2023-04
u0004,2023-09-25,feature_use,2023-09,2023-09-25,2023-04
u0004,2023-09-28,churned,2023-09,2023-09-28,2023-04
u0004,2023-10-06,login,2023-10,2023-10-06,2023-04
u0004,2023-10-20,feature_use,2023-10,2023-10-20,2023-04
u0004,2023-12-05,login,2023-12,2023-12-05,2023-04
u0004,2023-12-19,feature_use,2023-12,2023-12-19,2023-04
u0005,2023-10-02,signup,2023-10,2023-10-02,2023-10
u0005,2023-10-05,login,2023-10,2023-10-05,2023-10
u0005,2023-10-13,login,2023-10,2023-10-13,2023-10
u0005,2023-10-16,export,2023-10,2023-10-16,2023-10
u0005,2023-10-17,login,2023-10,2023-10-17,2023-10
u0005,2023-10-19,feature_use,2023-10,2023-10-19,2023-10
u0005,2023-10-22,feature_use,2023-10,2023-10-22,2023-10
u0005,2023-10-23,feature_use,2023-10,2023-10-23,2023-10
u0005,2023-10-25,feature_use,2023-10,2023-10-25,2023-10
u0005,2023-10-28,upgrade,2023-10,2023-10-28,2023-10
u0005,2023-11-02,export,2023-11,2023-11-02,2023-10
u0005,2023-11-05,churned,2023-11,2023-11-05,2023-10
u0005,2023-11-10,export,2023-11,2023-11-10,2023-10
u0005,2023-11-11,login,2023-11,2023-11-11,2023-10
u0005,2023-11-18,export,2023-11,2023-11-18,2023-10
u0005,2023-11-26,churned,2023-11,2023-11-26,2023-10
u0005,2023-12-04,support_ticket,2023-12,2023-12-04,2023-10
u0005,2023-12-06,feature_use,2023-12,2023-12-06,2023-10
u0005,2023-12-09,invite_sent,2023-12,2023-12-09,2023-10
u0005,2023-12-09,export,2023-12,2023-12-09,2023-10
u0005,2023-12-10,support_ticket,2023-12,2023-12-10,2023-10
u0005,2023-12-11,support_ticket,2023-12,2023-12-11,2023-10
u0005,2023-12-12,login,2023-12,2023-12-12,2023-10
u0005,2023-12-18,login,2023-12,2023-12-18,2023-10
u0006,2023-07-24,signup,2023-07,2023-07-24,2023-07
u0006,2023-08-01,login,2023-08,2023-08-01,2023-07
u0006,2023-08-02,login,2023-08,2023-08-02,2023-07
u0006,2023-08-03,upgrade,2023-08,2023-08-03,2023-07
u0006,2023-08-09,login,2023-08,2023-08-09,2023-07
u0006,2023-08-10,upgrade,2023-08,2023-08-10,2023-07
u0006,2023-08-18,login,2023-08,2023-08-18,2023-07
u0006,2023-08-24,login,2023-08,2023-08-24,2023-07
u0006,2023-08-25,login,2023-08,2023-08-25,2023-07
u0006,2023-09-05,login,2023-09,2023-09-05,2023-07
u0006,2023-09-14,upgrade,2023-09,2023-09-14,2023-07
u0006,2023-09-17,feature_use,2023-09,2023-09-17,2023-07
u0006,2023-09-17,login,2023-09,2023-09-17,2023-07
u0006,2023-09-22,login,2023-09,2023-09-22,2023-07
u0006,2023-09-23,login,2023-09,2023-09-23,2023-07
u0006,2023-09-23,support_ticket,2023-09,2023-09-23,2023-07
u0006,2023-09-25,login,2023-09,2023-09-25,2023-07
u0006,2023-10-01,feature_use,2023-10,2023-10-01,2023-07
u0006,2023-10-03,login,2023-10,2023-10-03,2023-07
u0006,2023-10-08,feature_use,2023-10,2023-10-08,2023-07
u0006,2023-10-08,login,2023-10,2023-10-08,2023-07
u0006,2023-10-15,login,2023-10,2023-10-15,2023-07
u0006,2023-10-16,churned,2023-10,2023-10-16,2023-07
u0006,2023-10-17,feature_use,2023-10,2023-10-17,2023-07
u0006,2023-10-19,feature_use,2023-10,2023-10-19,2023-07
u0006,2023-11-04,export,2023-11,2023-11-04,2023-07
u0006,2023-11-05,export,2023-11,2023-11-05,2023-07
u0006,2023-11-12,upgrade,2023-11,2023-11-12,2023-07
u0006,2023-11-14,feature_use,2023-11,2023-11-14,2023-07
u0006,2023-11-17,feature_use,2023-11,2023-11-17,2023-07
u0006,2023-11-17,login,2023-11,2023-11-17,2023-07
u0006,2023-11-20,login,2023-11,2023-11-20,2023-07
u0007,2023-01-08,signup,2023-01,2023-01-08,2023-01
u0007,2023-01-09,churned,2023-01,2023-01-09,2023-01
u0007,2023-01-23,feature_use,2023-01,2023-01-23,2023-01
u0007,2023-01-24,login,2023-01,2023-01-24,2023-01
u0007,2023-03-04,export,2023-03,2023-03-04,2023-01
u0007,2023-03-17,invite_sent,2023-03,2023-03-17,2023-01
u0007,2023-03-25,login,2023-03,2023-03-25,2023-01
u0007,2023-03-30,login,2023-03,2023-03-30,2023-01
u0007,2023-04-23,feature_use,2023-04,2023-04-23,2023-01
u0007,2023-05-05,login,2023-05,2023-05-05,2023-01
u0007,2023-05-13,login,2023-05,2023-05-13,2023-01
u0007,2023-05-27,login,2023-05,2023-05-27,2023-01
u0007,2023-05-31,feature_use,2023-05,2023-05-31,2023-01
u0007,2023-06-07,feature_use,2023-06,2023-06-07,2023-01
u0008,2023-09-29,signup,2023-09,2023-09-29,2023-09
u0008,2023-10-02,feature_use,2023-10,2023-10-02,2023-09
u0008,2023-10-04,feature_use,2023-10,2023-10-04,2023-09
u0008,2023-10-11,login,2023-10,2023-10-11,2023-09
u0008,2023-10-15,feature_use,2023-10,2023-10-15,2023-09
u0008,2023-10-16,login,2023-10,2023-10-16,2023-09
u0008,2023-10-26,feature_use,2023-10,2023-10-26,2023-09
u0008,2023-11-05,login,2023-11,2023-11-05,2023-09
u0008,2023-11-05,feature_use,2023-11,2023-11-05,2023-09
u0009,2023-06-10,signup,2023-06,2023-06-10,2023-06
u0009,2023-06-11,feature_use,2023-06,2023-06-11,2023-06
u0009,2023-06-13,feature_use,2023-06,2023-06-13,2023-06
u0009,2023-06-13,export,2023-06,2023-06-13,2023-06
u0009,2023-06-22,login,2023-06,2023-06-22,2023-06
u0009,2023-06-25,login,2023-06,2023-06-25,2023-06
u0009,2023-06-25,export,2023-06,2023-06-25,2023-06
u0009,2023-06-27,login,2023-06,2023-06-27,2023-06
u0009,2023-06-29,churned,2023-06,2023-06-29,2023-06
u0009,2023-07-02,feature_use,2023-07,2023-07-02,2023-06
u0009,2023-07-05,invite_sent,2023-07,2023-07-05,2023-06
u0009,2023-07-10,login,2023-07,2023-07-10,2023-06
u0010,2023-06-04,signup,2023-06,2023-06-04,2023-06
u0010,2023-06-07,feature_use,2023-06,2023-06-07,2023-06
u0010,2023-06-11,login,2023-06,2023-06-11,2023-06
u0010,2023-06-15,login,2023-06,2023-06-15,2023-06
u0010,2023-06-15,invite_sent,2023-06,2023-06-15,2023-06
u0010,2023-06-16,login,2023-06,2023-06-16,2023-06
u0010,2023-06-18,login,2023-06,2023-06-18,2023-06
u0010,2023-07-02,support_ticket,2023-07,2023-07-02,2023-06
u0010,2023-07-03,login,2023-07,2023-07-03,2023-06
u0010,2023-07-08,feature_use,2023-07,2023-07-08,2023-06
u0010,2023-07-09,login,2023-07,2023-07-09,2023-06
u0010,2023-07-12,feature_use,2023-07,2023-07-12,2023-06
u0010,2023-07-14,login,2023-07,2023-07-14,2023-06
u0010,2023-07-20,export,2023-07,2023-07-20,2023-06
u0010,2023-07-28,feature_use,2023-07,2023-07-28,2023-06
u0010,2023-08-04,export,2023-08,2023-08-04,2023-06
u0010,2023-08-11,login,2023-08,2023-08-11,2023-06
u0010,2023-08-12,login,2023-08,2023-08-12,2023-06
u0010,2023-08-29,support_ticket,2023-08,2023-08-29,2023-06
u0010,2023-08-31,login,2023-08,2023-08-31,2023-06
u0010,2023-09-07,feature_use,2023-09,2023-09-07,2023-06
u0010,2023-09-17,churned,2023-09,2023-09-17,2023-06
u0010,2023-09-18,support_ticket,2023-09,2023-09-18,2023-06
u0010,2023-09-21,export,2023-09,2023-09-21,2023-06
u0010,2023-09-22,feature_use,2023-09,2023-09-22,2023-06
u0010,2023-09-26,feature_use,2023-09,2023-09-26,2023-06
u0010,2023-10-12,feature_use,2023-10,2023-10-12,2023-06
u0010,2023-10-22,login,2023-10,2023-10-22,2023-06
u0010,2023-10-24,login,2023-10,2023-10-24,2023-06
u0010,2023-10-26,export,2023-10,2023-10-26,2023-06
u0010,2023-11-06,login,2023-11,2023-11-06,2023-06
u0010,2023-11-14,export,2023-11,2023-11-14,2023-06
u0010,2023-11-21,login,2023-11,2023-11-21,2023-06
u0010,2023-11-22,login,2023-11,2023-11-22,2023-06
u0010,2023-11-28,invite_sent,2023-11,2023-11-28,2023-06
u0010,2023-12-10,support_ticket,2023-12,2023-12-10,2023-06
u0010,2023-12-13,login,2023-12,2023-12-13,2023-06
u0011,2023-02-25,signup,2023-02,2023-02-25,2023-02
u0011,2023-02-26,feature_use,2023-02,2023-02-26,2023-02
u0011,2023-02-27,login,2023-02,2023-02-27,2023-02
u0011,2023-02-28,upgrade,2023-02,2023-02-28,2023-02
u0011,2023-03-02,churned,2023-03,2023-03-02,2023-02
u0011,2023-03-02,invite_sent,2023-03,2023-03-02,2023-02
u0011,2023-03-06,login,2023-03,2023-03-06,2023-02
u0011,2023-03-09,feature_use,2023-03,2023-03-09,2023-02
u0011,2023-03-10,login,2023-03,2023-03-10,2023-02
u0011,2023-03-12,login,2023-03,2023-03-12,2023-02
u0011,2023-03-14,login,2023-03,2023-03-14,2023-02
u0011,2023-03-15,login,2023-03,2023-03-15,2023-02
u0011,2023-03-19,login,2023-03,2023-03-19,2023-02
u0011,2023-03-19,feature_use,2023-03,2023-03-19,2023-02
u0011,2023-03-24,login,2023-03,2023-03-24,2023-02
u0011,2023-03-25,feature_use,2023-03,2023-03-25,2023-02
u0011,2023-03-27,login,2023-03,2023-03-27,2023-02
u0011,2023-03-30,feature_use,2023-03,2023-03-30,2023-02
u0011,2023-03-30,login,2023-03,2023-03-30,2023-02
u0011,2023-04-01,login,2023-04,2023-04-01,2023-02
u0011,2023-04-01,upgrade,2023-04,2023-04-01,2023-02
u0011,2023-04-03,login,2023-04,2023-04-03,2023-02
u0011,2023-04-05,feature_use,2023-04,2023-04-05,2023-02
u0011,2023-04-09,login,2023-04,2023-04-09,2023-02
u0011,2023-04-09,export,2023-04,2023-04-09,2023-02
u0011,2023-04-09,invite_sent,2023-04,2023-04-09,2023-02
u0011,2023-04-10,support_ticket,2023-04,2023-04-10,2023-02
u0011,2023-04-11,login,2023-04,2023-04-11,2023-02
u0011,2023-04-13,support_ticket,2023-04,2023-04-13,2023-02
u0011,2023-04-13,invite_sent,2023-04,2023-04-13,2023-02
u0011,2023-04-14,support_ticket,2023-04,2023-04-14,2023-02
u0012,2023-06-04,signup,2023-06,2023-06-04,2023-06
u0012,2023-06-07,feature_use,2023-06,2023-06-07,2023-06
u0012,2023-06-09,login,2023-06,2023-06-09,2023-06
u0012,2023-06-11,feature_use,2023-06,2023-06-11,2023-06
u0012,2023-06-11,upgrade,2023-06,2023-06-11,2023-06
u0012,2023-06-12,feature_use,2023-06,2023-06-12,2023-06
u0012,2023-06-12,support_ticket,2023-06,2023-06-12,2023-06
u0012,2023-06-12,churned,2023-06,2023-06-12,2023-06
u0012,2023-06-12,login,2023-06,2023-06-12,2023-06
u0012,2023-06-14,login,2023-06,2023-06-14,2023-06
u0012,2023-06-17,feature_use,2023-06,2023-06-17,2023-06
u0012,2023-06-19,feature_use,2023-06,2023-06-19,2023-06
u0012,2023-06-21,feature_use,2023-06,2023-06-21,2023-06
u0012,2023-06-24,login,2023-06,2023-06-24,2023-06
u0012,2023-06-24,export,2023-06,2023-06-24,2023-06
u0012,2023-06-25,login,2023-06,2023-06-25,2023-06
u0012,2023-06-26,login,2023-06,2023-06-26,2023-06
u0012,2023-06-27,login,2023-06,2023-06-27,2023-06
u0012,2023-06-30,feature_use,2023-06,2023-06-30,2023-06
u0012,2023-06-30,invite_sent,2023-06,2023-06-30,2023-06
u0012,2023-06-30,upgrade,2023-06,2023-06-30,2023-06
u0012,2023-07-01,invite_sent,2023-07,2023-07-01,2023-06
u0012,2023-07-03,feature_use,2023-07,2023-07-03,2023-06
u0013,2023-02-24,signup,2023-02,2023-02-24,2023-02
u0013,2023-03-28,feature_use,2023-03,2023-03-28,2023-02
u0013,2023-04-06,support_ticket,2023-04,2023-04-06,2023-02
u0013,2023-04-27,login,2023-04,2023-04-27,2023-02
u0013,2023-04-29,invite_sent,2023-04,2023-04-29,2023-02
u0013,2023-04-29,export,2023-04,2023-04-29,2023-02
u0013,2023-05-06,support_ticket,2023-05,2023-05-06,2023-02
u0013,2023-05-17,invite_sent,2023-05,2023-05-17,2023-02
u0013,2023-06-18,feature_use,2023-06,2023-06-18,2023-02
u0013,2023-06-23,feature_use,2023-06,2023-06-23,2023-02
u0013,2023-06-26,feature_use,2023-06,2023-06-26,2023-02
u0013,2023-07-04,feature_use,2023-07,2023-07-04,2023-02
u0013,2023-07-07,feature_use,2023-07,2023-07-07,2023-02
u0013,2023-07-08,feature_use,2023-07,2023-07-08,2023-02
u0013,2023-07-15,feature_use,2023-07,2023-07-15,2023-02
u0014,2023-02-09,signup,2023-02,2023-02-09,2023-02
u0014,2023-02-11,invite_sent,2023-02,2023-02-11,2023-02
u0014,2023-02-15,export,2023-02,2023-02-15,2023-02
u0014,2023-02-17,feature_use,2023-02,2023-02-17,2023-02
u0014,2023-02-26,feature_use,2023-02,2023-02-26,2023-02
u0014,2023-03-20,login,2023-03,2023-03-20,2023-02
u0014,2023-03-21,upgrade,2023-03,2023-03-21,2023-02
u0014,2023-04-07,feature_use,2023-04,2023-04-07,2023-02
u0014,2023-04-20,feature_use,2023-04,2023-04-20,2023-02
u0014,2023-04-27,support_ticket,2023-04,2023-04-27,2023-02
u0014,2023-05-05,feature_use,2023-05,2023-05-05,2023-02
u0014,2023-05-06,login,2023-05,2023-05-06,2023-02
u0014,2023-05-24,upgrade,2023-05,2023-05-24,2023-02
u0014,2023-05-27,login,2023-05,2023-05-27,2023-02
u0014,2023-05-28,feature_use,2023-05,2023-05-28,2023-02
u0014,2023-06-09,invite_sent,2023-06,2023-06-09,2023-02
u0014,2023-06-28,login,2023-06,2023-06-28,2023-02
u0014,2023-06-29,support_ticket,2023-06,2023-06-29,2023-02
u0014,2023-07-07,feature_use,2023-07,2023-07-07,2023-02
u0014,2023-07-09,invite_sent,2023-07,2023-07-09,2023-02
u0015,2023-11-15,signup,2023-11,2023-11-15,2023-11
u0015,2023-11-17,invite_sent,2023-11,2023-11-17,2023-11
u0015,2023-11-20,support_ticket,2023-11,2023-11-20,2023-11
u0015,2023-11-21,feature_use,2023-11,2023-11-21,2023-11
u0015,2023-11-22,feature_use,2023-11,2023-11-22,2023-11
u0015,2023-11-23,feature_use,2023-11,2023-11-23,2023-11
u0015,2023-11-23,support_ticket,2023-11,2023-11-23,2023-11
u0015,2023-11-24,export,2023-11,2023-11-24,2023-11
u0015,2023-11-24,feature_use,2023-11,2023-11-24,2023-11
u0015,2023-11-26,feature_use,2023-11,2023-11-26,2023-11
u0015,2023-11-26,churned,2023-11,2023-11-26,2023-11
u0015,2023-11-27,login,2023-11,2023-11-27,2023-11
u0015,2023-11-28,export,2023-11,2023-11-28,2023-11
u0015,2023-11-28,login,2023-11,2023-11-28,2023-11
u0015,2023-11-29,feature_use,2023-11,2023-11-29,2023-11
u0015,2023-12-02,support_ticket,2023-12,2023-12-02,2023-11
u0015,2023-12-05,feature_use,2023-12,2023-12-05,2023-11
u0015,2023-12-05,export,2023-12,2023-12-05,2023-11
u0015,2023-12-08,login,2023-12,2023-12-08,2023-11
u0015,2023-12-08,feature_use,2023-12,2023-12-08,2023-11
u0015,2023-12-09,login,2023-12,2023-12-09,2023-11
u0015,2023-12-09,feature_use,2023-12,2023-12-09,2023-11
u0015,2023-12-10,login,2023-12,2023-12-10,2023-11
u0015,2023-12-10,feature_use,2023-12,2023-12-10,2023-11
u0015,2023-12-12,login,2023-12,2023-12-12,2023-11
u0015,2023-12-12,export,2023-12,2023-12-12,2023-11
u0015,2023-12-13,login,2023-12,2023-12-13,2023-11
u0015,2023-12-15,login,2023-12,2023-12-15,2023-11
u0015,2023-12-15,upgrade,2023-12,2023-12-15,2023-11
u0015,2023-12-19,churned,2023-12,2023-12-19,2023-11
u0015,2023-12-20,login,2023-12,2023-12-20,2023-11
u0015,2023-12-22,feature_use,2023-12,2023-12-22,2023-11
u0015,2023-12-22,support_ticket,2023-12,2023-12-22,2023-11
u0015,2023-12-24,support_ticket,2023-12,2023-12-24,2023-11
u0015,2023-12-25,login,2023-12,2023-12-25,2023-11
u0015,2023-12-26,login,2023-12,2023-12-26,2023-11
u0015,2023-12-27,login,2023-12,2023-12-27,2023-11
u0016,2023-05-19,signup,2023-05,2023-05-19,2023-05
u0016,2023-06-10,login,2023-06,2023-06-10,2023-05
u0016,2023-06-11,login,2023-06,2023-06-11,2023-05
u0016,2023-06-12,login,2023-06,2023-06-12,2023-05
u0016,2023-07-05,feature_use,2023-07,2023-07-05,2023-05
u0016,2023-07-06,login,2023-07,2023-07-06,2023-05
u0016,2023-07-08,login,2023-07,2023-07-08,2023-05
u0016,2023-07-20,upgrade,2023-07,2023-07-20,2023-05
u0016,2023-07-21,export,2023-07,2023-07-21,2023-05
u0016,2023-07-23,login,2023-07,2023-07-23,2023-05
u0016,2023-07-29,feature_use,2023-07,2023-07-29,2023-05
u0016,2023-08-06,feature_use,2023-08,2023-08-06,2023-05
u0016,2023-08-15,login,2023-08,2023-08-15,2023-05
u0016,2023-08-18,support_ticket,2023-08,2023-08-18,2023-05
u0016,2023-08-22,feature_use,2023-08,2023-08-22,2023-05
u0016,2023-08-25,login,2023-08,2023-08-25,2023-05
u0016,2023-08-31,upgrade,2023-08,2023-08-31,2023-05
u0016,2023-09-01,feature_use,2023-09,2023-09-01,2023-05
u0016,2023-09-11,support_ticket,2023-09,2023-09-11,2023-05
u0016,2023-09-12,login,2023-09,2023-09-12,2023-05
u0016,2023-09-13,login,2023-09,2023-09-13,2023-05
u0016,2023-09-15,feature_use,2023-09,2023-09-15,2023-05
u0016,2023-09-16,feature_use,2023-09,2023-09-16,2023-05
u0016,2023-09-20,login,2023-09,2023-09-20,2023-05
u0016,2023-09-23,export,2023-09,2023-09-23,2023-05
u0016,2023-09-29,invite_sent,2023-09,2023-09-29,2023-05
u0016,2023-10-01,feature_use,2023-10,2023-10-01,2023-05
u0016,2023-10-02,login,2023-10,2023-10-02,2023-05
u0016,2023-10-04,invite_sent,2023-10,2023-10-04,2023-05
u0016,2023-10-07,login,2023-10,2023-10-07,2023-05
u0016,2023-10-17,churned,2023-10,2023-10-17,2023-05
u0016,2023-10-18,login,2023-10,2023-10-18,2023-05
u0016,2023-10-19,upgrade,2023-10,2023-10-19,2023-05
u0016,2023-11-01,upgrade,2023-11,2023-11-01,2023-05
u0017,2023-02-21,signup,2023-02,2023-02-21,2023-02
u0017,2023-02-25,upgrade,2023-02,2023-02-25,2023-02
u0017,2023-02-25,feature_use,2023-02,2023-02-25,2023-02
u0017,2023-03-07,feature_use,2023-03,2023-03-07,2023-02
u0017,2023-03-07,login,2023-03,2023-03-07,2023-02
u0017,2023-03-10,feature_use,2023-03,2023-03-10,2023-02
u0017,2023-03-12,feature_use,2023-03,2023-03-12,2023-02
u0017,2023-03-26,login,2023-03,2023-03-26,2023-02
u0017,2023-04-01,support_ticket,2023-04,2023-04-01,2023-02
u0017,2023-05-10,login,2023-05,2023-05-10,2023-02
u0017,2023-05-20,login,2023-05,2023-05-20,2023-02
u0017,2023-05-25,login,2023-05,2023-05-25,2023-02
u0017,2023-06-22,feature_use,2023-06,2023-06-22,2023-02
u0017,2023-06-24,login,2023-06,2023-06-24,2023-02
u0017,2023-06-27,login,2023-06,2023-06-27,2023-02
u0017,2023-08-04,export,2023-08,2023-08-04,2023-02
u0017,2023-08-16,login,2023-08,2023-08-16,2023-02
u0017,2023-08-19,invite_sent,2023-08,2023-08-19,2023-02
u0018,2023-05-08,signup,2023-05,2023-05-08,2023-05
u0018,2023-05-12,feature_use,2023-05,2023-05-12,2023-05
u0018,2023-05-12,login,2023-05,2023-05-12,2023-05
u0018,2023-05-14,login,2023-05,2023-05-14,2023-05
u0018,2023-05-18,invite_sent,2023-05,2023-05-18,2023-05
u0018,2023-05-19,login,2023-05,2023-05-19,2023-05
u0018,2023-05-20,feature_use,2023-05,2023-05-20,2023-05
u0018,2023-05-21,feature_use,2023-05,2023-05-21,2023-05
u0018,2023-05-22,login,2023-05,2023-05-22,2023-05
u0018,2023-05-23,login,2023-05,2023-05-23,2023-05
u0018,2023-05-23,invite_sent,2023-05,2023-05-23,2023-05
u0018,2023-05-27,upgrade,2023-05,2023-05-27,2023-05
u0018,2023-05-27,feature_use,2023-05,2023-05-27,2023-05
u0018,2023-05-28,feature_use,2023-05,2023-05-28,2023-05
u0018,2023-06-06,login,2023-06,2023-06-06,2023-05
u0018,2023-06-06,upgrade,2023-06,2023-06-06,2023-05
u0018,2023-06-07,login,2023-06,2023-06-07,2023-05
u0018,2023-06-08,login,2023-06,2023-06-08,2023-05
u0018,2023-06-11,feature_use,2023-06,2023-06-11,2023-05
u0018,2023-06-12,login,2023-06,2023-06-12,2023-05
u0018,2023-06-15,churned,2023-06,2023-06-15,2023-05
u0018,2023-06-15,feature_use,2023-06,2023-06-15,2023-05
u0018,2023-06-16,feature_use,2023-06,2023-06-16,2023-05
u0018,2023-06-17,login,2023-06,2023-06-17,2023-05
u0018,2023-06-25,login,2023-06,2023-06-25,2023-05
u0018,2023-06-26,login,2023-06,2023-06-26,2023-05
u0018,2023-06-28,support_ticket,2023-06,2023-06-28,2023-05
u0018,2023-06-30,login,2023-06,2023-06-30,2023-05
u0018,2023-06-30,feature_use,2023-06,2023-06-30,2023-05
u0019,2023-08-28,signup,2023-08,2023-08-28,2023-08
u0019,2023-08-31,churned,2023-08,2023-08-31,2023-08
u0019,2023-09-02,feature_use,2023-09,2023-09-02,2023-08
u0019,2023-09-09,login,2023-09,2023-09-09,2023-08
u0019,2023-09-09,feature_use,2023-09,2023-09-09,2023-08
u0019,2023-09-12,churned,2023-09,2023-09-12,2023-08
u0019,2023-09-18,login,2023-09,2023-09-18,2023-08
u0019,2023-10-02,feature_use,2023-10,2023-10-02,2023-08
u0019,2023-10-08,login,2023-10,2023-10-08,2023-08
u0019,2023-10-19,export,2023-10,2023-10-19,2023-08
u0019,2023-10-20,login,2023-10,2023-10-20,2023-08
u0019,2023-10-23,upgrade,2023-10,2023-10-23,2023-08
u0019,2023-10-31,feature_use,2023-10,2023-10-31,2023-08
u0019,2023-11-03,feature_use,2023-11,2023-11-03,2023-08
u0019,2023-11-10,feature_use,2023-11,2023-11-10,2023-08
u0019,2023-11-10,login,2023-11,2023-11-10,2023-08
u0019,2023-11-11,feature_use,2023-11,2023-11-11,2023-08
u0019,2023-11-13,login,2023-11,2023-11-13,2023-08
u0019,2023-11-14,login,2023-11,2023-11-14,2023-08
u0019,2023-11-21,invite_sent,2023-11,2023-11-21,2023-08
u0019,2023-11-22,login,2023-11,2023-11-22,2023-08
u0019,2023-11-23,export,2023-11,2023-11-23,2023-08
u0019,2023-11-25,feature_use,2023-11,2023-11-25,2023-08
u0019,2023-12-03,login,2023-12,2023-12-03,2023-08
u0019,2023-12-11,feature_use,2023-12,2023-12-11,2023-08
u0019,2023-12-11,support_ticket,2023-12,2023-12-11,2023-08
u0019,2023-12-12,churned,2023-12,2023-12-12,2023-08
u0019,2023-12-24,login,2023-12,2023-12-24,2023-08
u0020,2023-10-05,signup,2023-10,2023-10-05,2023-10
u0020,2023-10-09,login,2023-10,2023-10-09,2023-10
u0020,2023-10-13,feature_use,2023-10,2023-10-13,2023-10
u0020,2023-10-14,invite_sent,2023-10,2023-10-14,2023-10
u0020,2023-10-15,feature_use,2023-10,2023-10-15,2023-10
u0020,2023-10-21,upgrade,2023-10,2023-10-21,2023-10
u0020,2023-10-23,feature_use,2023-10,2023-10-23,2023-10
u0020,2023-10-24,feature_use,2023-10,2023-10-24,2023-10
u0020,2023-10-25,feature_use,2023-10,2023-10-25,2023-10
u0020,2023-10-29,feature_use,2023-10,2023-10-29,2023-10
u0020,2023-11-01,login,2023-11,2023-11-01,2023-10
u0020,2023-11-03,export,2023-11,2023-11-03,2023-10
u0020,2023-11-05,churned,2023-11,2023-11-05,2023-10
u0020,2023-11-06,feature_use,2023-11,2023-11-06,2023-10
u0020,2023-11-06,login,2023-11,2023-11-06,2023-10
u0021,2023-05-05,signup,2023-05,2023-05-05,2023-05
u0021,2023-05-06,login,2023-05,2023-05-06,2023-05
u0021,2023-05-10,login,2023-05,2023-05-10,2023-05
u0021,2023-05-23,export,2023-05,2023-05-23,2023-05
