user_id,event_date,event_type
u0005,2023-10-25,feature_use
u0005,2023-10-28,upgrade
u0005,2023-11-02,export
u0005,2023-11-05,churned
u0005,2023-11-10,export
u0005,2023-11-11,login
u0005,2023-11-18,export
u0005,2023-11-26,churned
u0005,2023-12-04,support_ticket
u0005,2023-12-06,feature_use
u0005,2023-12-09,invite_sent
u0005,2023-12-09,export
u0005,2023-12-10,support_ticket
u0005,2023-12-11,support_ticket
u0005,2023-12-12,login
u0005,2023-12-18,login
u0006,2023-07-24,signup
u0006,2023-08-01,login
u0006,2023-08-02,login
u0006,2023-08-03,upgrade
u0006,2023-08-09,login
u0006,2023-08-10,upgrade
u0006,2023-08-18,login
u0006,2023-08-24,login
u0006,2023-08-25,login
u0006,2023-09-05,login
u0006,2023-09-14,upgrade
u0006,2023-09-17,feature_use
u0006,2023-09-17,login
u0006,2023-09-22,login
u0006,2023-09-23,login
u0006,2023-09-23,support_ticket
u0006,2023-09-25,login
u0006,2023-10-01,feature_use
u0006,2023-10-03,login
u0006,2023-10-08,feature_use
u0006,2023-10-08,login
u0006,2023-10-15,login
u0006,2023-10-16,churned
u0006,2023-10-17,feature_use
u0006,2023-10-19,feature_use
u0006,2023-11-04,export
u0006,2023-11-05,export
u0006,2023-11-12,upgrade
u0006,2023-11-14,feature_use
u0006,2023-11-17,feature_use
u0006,2023-11-17,login
u0006,2023-11-20,login
u0007,2023-01-08,signup
u0007,2023-01-09,churned
u0007,2023-01-23,feature_use
u0007,2023-01-24,login
u0007,2023-03-04,export
u0007,2023-03-17,invite_sent
u0007,2023-03-25,login
u0007,2023-03-30,login
u0007,2023-04-23,feature_use
u0007,2023-05-05,login
u0007,2023-05-13,login
u0007,2023-05-27,login
u0007,2023-05-31,feature_use
u0007,2023-06-07,feature_use
u0008,2023-09-29,signup
u0008,2023-10-02,feature_use
u0008,2023-10-04,feature_use
u0008,2023-10-11,login
u0008,2023-10-15,feature_use
u0008,2023-10-16,login
u0008,2023-10-26,feature_use
u0008,2023-11-05,login
u0008,2023-11-05,feature_use
u0009,2023-06-10,signup
u0009,2023-06-11,feature_use
u0009,2023-06-13,feature_use
u0009,2023-06-13,export
u0009,2023-06-22,login
u0009,2023-06-25,login
u0009,2023-06-25,export
u0009,2023-06-27,login
u0009,2023-06-29,churned
u0009,2023-07-02,feature_use
u0009,2023-07-05,invite_sent
u0009,2023-07-10,login
u0010,2023-06-04,signup
u0010,2023-06-07,feature_use
u0010,2023-06-11,login
u0010,2023-06-15,login
u0010,2023-06-15,invite_sent
u0010,2023-06-16,login
u0010,2023-06-18,login
u0010,2023-07-02,support_ticket
u0010,2023-07-03,login
u0010,2023-07-08,feature_use
u0010,2023-07-09,login
u0010,2023-07-12,feature_use
u0010,2023-07-14,login
u0010,2023-07-20,export
u0010,2023-07-28,feature_use
u0010,2023-08-04,export
u0010,2023-08-11,login
u0010,2023-08-12,login
u0010,2023-08-29,support_ticket
u0010,2023-08-31,login
u0010,2023-09-07,feature_use
u0010,2023-09-17,churned
u0010,2023-09-18,support_ticket
u0010,2023-09-21,export
u0010,2023-09-22,feature_use
u0010,2023-09-26,feature_use
u0010,2023-10-12,feature_use
u0010,2023-10-22,login
u0010,2023-10-24,login
u0010,2023-10-26,export
u0010,2023-11-06,login
u0010,2023-11-14,export
u0010,2023-11-21,login
u0010,2023-11-22,login
u0010,2023-11-28,invite_sent
u0010,2023-12-10,support_ticket
u0010,2023-12-13,login
u0011,2023-02-25,signup
u0011,2023-02-26,feature_use
u0011,2023-02-27,login
u0011,2023-02-28,upgrade
u0011,2023-03-02,churned
u0011,2023-03-02,invite_sent
u0011,2023-03-06,login
u0011,2023-03-09,feature_use
u0011,2023-03-10,login
u0011,2023-03-12,login
u0011,2023-03-12,login
u0011,2023-03-14,login
u0011,2023-03-14,login
u0011,2023-03-15,login
u0011,2023-03-19,login
u0011,2023-03-19,feature_use
u0011,2023-03-24,login
u0011,2023-03-25,feature_use
u0011,2023-03-27,login
u0011,2023-03-30,feature_use
u0011,2023-03-30,login
u0011,2023-03-30,login
u0011,2023-04-01,login
u0011,2023-04-01,upgrade
u0011,2023-04-03,login
u0011,2023-04-05,feature_use
u0011,2023-04-09,login
u0011,2023-04-09,export
u0011,2023-04-09,invite_sent
u0011,2023-04-10,support_ticket
u0011,2023-04-11,login
u0011,2023-04-13,support_ticket
u0011,2023-04-13,invite_sent
u0011,2023-04-14,support_ticket
u0012,2023-06-04,signup
u0012,2023-06-07,feature_use
u0012,2023-06-09,login
u0012,2023-06-11,feature_use
u0012,2023-06-11,upgrade
u0012,2023-06-12,feature_use
u0012,2023-06-12,support_ticket
u0012,2023-06-12,churned
u0012,2023-06-12,login
u0012,2023-06-14,login
u0012,2023-06-17,feature_use
u0012,2023-06-19,feature_use
u0012,2023-06-21,feature_use
u0012,2023-06-24,login
u0012,2023-06-24,export
u0012,2023-06-25,login
u0012,2023-06-26,login
u0012,2023-06-27,login
u0012,2023-06-30,feature_use
u0012,2023-06-30,invite_sent
u0012,2023-06-30,upgrade
u0012,2023-07-01,invite_sent
u0012,2023-07-03,feature_use
u0013,2023-02-24,signup
u0013,2023-03-28,feature_use
u0013,2023-04-06,support_ticket
u0013,2023-04-27,login
u0013,2023-04-29,invite_sent
u0013,2023-04-29,export
u0013,2023-05-06,support_ticket
u0013,2023-05-17,invite_sent
u0013,2023-06-18,feature_use
u0013,2023-06-23,feature_use
u0013,2023-06-26,feature_use
u0013,2023-07-04,feature_use
u0013,2023-07-07,feature_use
u0013,2023-07-08,feature_use
u0013,2023-07-15,feature_use
u0014,2023-02-09,signup
u0014,2023-02-11,invite_sent
u0014,2023-02-15,export
u0014,2023-02-17,feature_use
u0014,2023-02-26,feature_use
u0014,2023-03-20,login
u0014,2023-03-21,upgrade
u0014,2023-04-07,feature_use
u0014,2023-04-20,feature_use
u0014,2023-04-27,support_ticket
u0014,2023-05-05,feature_use
u0014,2023-05-06,login
u0014,2023-05-24,upgrade
u0014,2023-05-27,login
u0014,2023-05-28,feature_use
u0014,2023-05-28,feature_use
u0014,2023-06-09,invite_sent
u0014,2023-06-28,login
u0014,2023-06-29,support_ticket
u0014,2023-07-07,feature_use
u0014,2023-07-09,invite_sent
u0015,2023-11-15,signup
u0015,2023-11-17,invite_sent
u0015,2023-11-20,support_ticket
u0015,2023-11-21,feature_use
u0015,2023-11-21,feature_use
u0015,2023-11-22,feature_use
u0015,2023-11-22,feature_use
u0015,2023-11-23,feature_use
u0015,2023-11-23,support_ticket
u0015,2023-11-24,export
u0015,2023-11-24,feature_use
u0015,2023-11-26,feature_use
u0015,2023-11-26,churned
u0015,2023-11-27,login
u0015,2023-11-28,export
u0015,2023-11-28,login
u0015,2023-11-29,feature_use
u0015,2023-12-02,support_ticket
u0015,2023-12-05,feature_use
u0015,2023-12-05,export
u0015,2023-12-08,login
u0015,2023-12-08,feature_use
u0015,2023-12-09,login
u0015,2023-12-09,feature_use
u0015,2023-12-10,login
u0015,2023-12-10,login
u0015,2023-12-10,feature_use
u0015,2023-12-12,login
u0015,2023-12-12,export
u0015,2023-12-13,login
u0015,2023-12-15,login
u0015,2023-12-15,upgrade
u0015,2023-12-19,churned
u0015,2023-12-20,login
u0015,2023-12-22,feature_use
u0015,2023-12-22,support_ticket
u0015,2023-12-24,support_ticket
u0015,2023-12-25,login
u0015,2023-12-26,login
u0015,2023-12-27,login
u0015,2023-12-27,login
u0016,2023-05-19,signup
u0016,2023-06-10,login
u0016,2023-06-11,login
u0016,2023-06-12,login
u0016,2023-07-05,feature_use
u0016,2023-07-06,login
u0016,2023-07-08,login
u0016,2023-07-20,upgrade
u0016,2023-07-21,export
u0016,2023-07-23,login
u0016,2023-07-29,feature_use
u0016,2023-08-06,feature_use
u0016,2023-08-15,login
u0016,2023-08-18,support_ticket
u0016,2023-08-22,feature_use
u0016,2023-08-25,login
u0016,2023-08-31,upgrade
u0016,2023-09-01,feature_use
u0016,2023-09-11,support_ticket
u0016,2023-09-12,login
u0016,2023-09-13,login
u0016,2023-09-15,feature_use
u0016,2023-09-16,feature_use
u0016,2023-09-20,login
u0016,2023-09-23,export
u0016,2023-09-29,invite_sent
u0016,2023-10-01,feature_use
u0016,2023-10-02,login
u0016,2023-10-04,invite_sent
u0016,2023-10-07,login
u0016,2023-10-17,churned
u0016,2023-10-18,login
u0016,2023-10-19,upgrade
u0016,2023-11-01,upgrade
u0017,2023-02-21,signup
u0017,2023-02-25,upgrade
u0017,2023-02-25,feature_use
u0017,2023-03-07,feature_use
u0017,2023-03-07,login
u0017,2023-03-10,feature_use
u0017,2023-03-12,feature_use
u0017,2023-03-26,login
u0017,2023-04-01,support_ticket
u0017,2023-05-10,login
u0017,2023-05-20,login
u0017,2023-05-25,login
u0017,2023-06-22,feature_use
u0017,2023-06-24,login
u0017,2023-06-27,login
u0017,2023-08-04,export
u0017,2023-08-16,login
u0017,2023-08-19,invite_sent
u0018,2023-05-08,signup
u0018,2023-05-12,feature_use
u0018,2023-05-12,login
u0018,2023-05-14,login
u0018,2023-05-18,invite_sent
u0018,2023-05-19,login
u0018,2023-05-20,feature_use
u0018,2023-05-21,feature_use
u0018,2023-05-22,login
u0018,2023-05-23,login
u0018,2023-05-23,invite_sent
u0018,2023-05-27,upgrade
u0018,2023-05-27,feature_use
u0018,2023-05-28,feature_use
u0018,2023-05-28,feature_use
u0018,2023-06-06,login
u0018,2023-06-06,upgrade
u0018,2023-06-07,login
u0018,2023-06-08,login
u0018,2023-06-11,feature_use
u0018,2023-06-12,login
u0018,2023-06-15,churned
u0018,2023-06-15,feature_use
u0018,2023-06-16,feature_use
u0018,2023-06-17,login
u0018,2023-06-25,login
u0018,2023-06-26,login
u0018,2023-06-28,support_ticket
u0018,2023-06-30,login
u0018,2023-06-30,feature_use
u0019,2023-08-28,signup
u0019,2023-08-31,churned
u0019,2023-09-02,feature_use
u0019,2023-09-09,login
u0019,2023-09-09,feature_use
u0019,2023-09-12,churned
u0019,2023-09-18,login
u0019,2023-10-02,feature_use
u0019,2023-10-08,login
u0019,2023-10-19,export
u0019,2023-10-20,login
u0019,2023-10-23,upgrade
u0019,2023-10-31,feature_use
u0019,2023-11-03,feature_use
u0019,2023-11-10,feature_use
u0019,2023-11-10,login
u0019,2023-11-11,feature_use
u0019,2023-11-13,login
u0019,2023-11-14,login
u0019,2023-11-21,invite_sent
u0019,2023-11-22,login
u0019,2023-11-23,export
u0019,2023-11-23,export
u0019,2023-11-25,feature_use
u0019,2023-12-03,login
u0019,2023-12-11,feature_use
u0019,2023-12-11,support_ticket
u0019,2023-12-12,churned
u0019,2023-12-24,login
u0020,2023-10-05,signup
u0020,2023-10-09,login
u0020,2023-10-13,feature_use
u0020,2023-10-13,feature_use
u0020,2023-10-14,invite_sent
u0020,2023-10-15,feature_use
u0020,2023-10-21,upgrade
u0020,2023-10-23,feature_use
u0020,2023-10-24,feature_use
u0020,2023-10-25,feature_use
u0020,2023-10-29,feature_use
u0020,2023-11-01,login
u0020,2023-11-03,export
u0020,2023-11-05,churned
u0020,2023-11-06,feature_use
u0020,2023-11-06,login
u0021,2023-05-05,signup
u0021,2023-05-06,login
u0021,2023-05-10,login
u0021,2023-05-23,export
u0021,2023-05-24,feature_use
u0021,2023-05-25,feature_use
u0021,2023-05-25,login
u0021,2023-05-30,invite_sent
u0021,2023-06-04,export
u0021,2023-06-05,feature_use
u0021,2023-06-08,login
u0021,2023-06-10,support_ticket
u0021,2023-06-13,export
u0021,2023-06-16,export
u0021,2023-06-17,export
u0021,2023-06-19,login
u0021,2023-06-23,feature_use
u0021,2023-06-23,feature_use
u0021,2023-06-25,feature_use
u0021,2023-06-27,login
u0021,2023-06-28,login
u0021,2023-07-01,login
u0021,2023-07-02,feature_use
u0021,2023-07-03,login
u0021,2023-07-05,upgrade
u0021,2023-07-07,export
u0021,2023-07-09,login
u0021,2023-07-10,support_ticket
u0022,2023-06-18,signup
u0022,2023-06-21,invite_sent
u0022,2023-06-28,feature_use
u0022,2023-06-30,login
u0022,2023-07-03,login
u0022,2023-07-09,feature_use
u0022,2023-07-12,feature_use
u0022,2023-07-14,support_ticket
u0022,2023-07-14,feature_use
u0022,2023-08-04,login
u0022,2023-08-18,feature_use
u0022,2023-08-19,feature_use
u0022,2023-08-20,feature_use
u0022,2023-08-31,churned
u0022,2023-09-03,invite_sent
u0022,2023-09-08,feature_use
u0022,2023-09-22,feature_use
u0022,2023-09-24,feature_use
u0022,2023-10-05,upgrade
u0022,2023-10-10,invite_sent
u0022,2023-10-14,login
u0022,2023-10-15,feature_use
u0022,2023-10-16,invite_sent
u0022,2023-10-21,export
u0022,2023-11-05,login
u0022,2023-11-10,feature_use
u0022,2023-11-15,login
u0022,2023-11-16,login
u0023,2023-08-22,signup
u0023,2023-08-26,invite_sent
u0023,2023-08-29,invite_sent
u0023,2023-08-31,login
u0023,2023-08-31,support_ticket
u0023,2023-09-04,feature_use
u0023,2023-09-06,feature_use
u0023,2023-09-07,feature_use
u0023,2023-09-08,invite_sent
u0023,2023-09-09,login
u0023,2023-09-09,export
u0023,2023-09-10,support_ticket
u0023,2023-09-10,login
u0023,2023-09-14,feature_use
u0023,2023-09-14,login
u0023,2023-09-15,feature_use
u0023,2023-09-18,login
u0023,2023-09-29,login
u0023,2023-10-03,login
u0023,2023-10-05,support_ticket
u0023,2023-10-05,support_ticket
u0023,2023-10-06,login
u0023,2023-10-09,feature_use
u0023,2023-10-11,feature_use
u0023,2023-10-12,feature_use
u0023,2023-10-15,feature_use
u0023,2023-10-15,login
u0023,2023-10-16,feature_use
u0024,2023-09-04,signup
u0024,2023-09-09,login
u0024,2023-09-14,login
u0024,2023-09-17,export
u0024,2023-09-19,feature_use
u0024,2023-09-19,login
u0024,2023-09-20,feature_use
u0024,2023-09-22,feature_use
u0024,2023-09-24,export
u0024,2023-10-03,export
u0024,2023-10-03,feature_use
u0024,2023-10-04,feature_use
u0024,2023-10-05,export
u0024,2023-10-08,feature_use
u0024,2023-10-13,feature_use
u0024,2023-10-16,invite_sent
u0024,2023-10-21,login
u0024,2023-10-22,login
u0024,2023-10-22,feature_use
u0024,2023-10-25,churned
u0024,2023-10-25,login
u0024,2023-10-27,invite_sent
u0024,2023-10-28,feature_use
u0024,2023-11-03,invite_sent
u0024,2023-11-07,login
u0025,2023-05-24,signup
u0025,2023-05-25,login
u0025,2023-05-28,churned
u0025,2023-05-28,invite_sent
u0025,2023-05-29,support_ticket
u0025,2023-05-31,login
u0025,2023-06-01,export
u0025,2023-06-04,login
u0025,2023-06-05,feature_use
u0025,2023-06-06,login
u0025,2023-06-08,feature_use
u0025,2023-06-12,login
u0025,2023-06-14,login
u0025,2023-06-14,feature_use
u0025,2023-06-15,login
u0025,2023-06-18,feature_use
u0025,2023-06-20,feature_use
u0026,2023-04-30,signup
u0026,2023-05-19,churned
u0026,2023-06-02,support_ticket
u0026,2023-06-05,export
u0027,2023-02-26,signup
u0027,2023-02-27,login
u0027,2023-02-28,login
u0027,2023-03-01,upgrade
u0027,2023-03-02,login
u0027,2023-03-03,feature_use
u0027,2023-03-05,feature_use
u0027,2023-03-13,invite_sent
u0027,2023-03-14,feature_use
u0027,2023-03-22,feature_use
u0027,2023-03-25,feature_use
u0027,2023-04-10,feature_use
u0028,2023-08-23,signup
u0028,2023-08-29,login
u0028,2023-09-02,login
u0028,2023-09-20,upgrade
u0028,2023-09-21,login
u0028,2023-09-23,export
u0028,2023-09-24,upgrade
u0029,2023-05-21,signup
u0029,2023-06-04,churned
u0029,2023-06-08,login
u0029,2023-06-12,login
u0029,2023-06-15,login
u0029,2023-06-15,support_ticket
u0029,2023-06-17,feature_use
u0029,2023-06-18,login
u0029,2023-06-20,export
u0029,2023-07-07,login
u0029,2023-07-15,login
u0029,2023-07-16,feature_use
u0029,2023-07-19,feature_use
u0029,2023-08-01,feature_use
u0029,2023-08-09,invite_sent
u0029,2023-08-10,feature_use
u0029,2023-08-13,feature_use
u0029,2023-08-20,export
u0029,2023-08-25,invite_sent
u0029,2023-08-25,support_ticket
u0029,2023-09-07,export
u0029,2023-09-08,export
u0029,2023-09-09,login
u0029,2023-09-15,feature_use
u0029,2023-09-15,feature_use
u0029,2023-09-22,login
u0029,2023-10-10,upgrade
u0029,2023-10-11,login
u0029,2023-10-11,login
u0029,2023-10-12,feature_use
u0029,2023-10-21,feature_use
u0029,2023-10-22,login
u0029,2023-10-24,invite_sent
u0029,2023-10-28,feature_use
u0029,2023-11-02,feature_use
u0029,2023-11-04,export
u0029,2023-11-09,login
u0029,2023-11-13,invite_sent
u0029,2023-11-15,login
u0030,2023-06-29,signup
u0030,2023-07-03,feature_use
u0030,2023-07-04,login
u0030,2023-07-05,support_ticket
u0030,2023-07-10,support_ticket
u0030,2023-07-13,feature_use
u0030,2023-07-20,support_ticket
u0030,2023-07-23,login
u0030,2023-07-29,login
u0030,2023-08-05,feature_use
u0030,2023-08-05,feature_use
u0030,2023-08-09,churned
u0030,2023-08-25,login
u0031,2023-05-20,signup
u0031,2023-05-22,feature_use
u0031,2023-05-31,feature_use
u0031,2023-06-04,login
u0031,2023-06-17,login
u0031,2023-06-18,login
u0031,2023-06-19,login
u0031,2023-06-19,feature_use
u0031,2023-06-25,support_ticket
u0031,2023-06-27,login
u0031,2023-07-03,login
u0031,2023-07-09,invite_sent
u0031,2023-07-15,support_ticket
u0031,2023-07-18,feature_use
u0031,2023-08-03,login
u0031,2023-08-06,invite_sent
u0031,2023-08-07,login
u0031,2023-08-09,feature_use
u0031,2023-08-12,login
u0031,2023-08-15,login
u0031,2023-08-18,login
u0031,2023-08-19,login
u0031,2023-08-21,login
u0031,2023-08-26,feature_use
u0031,2023-08-30,churned
u0031,2023-08-30,export
u0031,2023-08-31,feature_use
u0031,2023-09-01,upgrade
u0031,2023-09-01,login
u0031,2023-09-04,login
u0031,2023-09-08,login
u0031,2023-09-11,feature_use
u0031,2023-09-15,invite_sent
u0031,2023-09-15,export
u0031,2023-09-22,feature_use
u0032,2023-03-16,signup
u0032,2023-03-18,login
u0032,2023-03-19,login
u0032,2023-03-19,feature_use
u0032,2023-03-19,login
u0032,2023-03-19,feature_use
u0032,2023-03-26,support_ticket
u0032,2023-03-27,export
u0032,2023-03-27,login
u0032,2023-03-28,export
u0032,2023-03-31,feature_use
u0032,2023-03-31,login
u0032,2023-04-01,feature_use
u0033,2023-02-16,signup
u0033,2023-02-26,login
u0033,2023-03-10,feature_use
u0033,2023-03-15,support_ticket
u0033,2023-03-20,feature_use
u0033,2023-04-01,feature_use
u0033,2023-04-01,login
u0033,2023-04-06,feature_use
u0033,2023-04-30,invite_sent
u0033,2023-05-04,login
u0033,2023-05-09,login
u0033,2023-05-16,login
u0033,2023-05-24,login
u0033,2023-07-11,feature_use
u0033,2023-07-25,churned
u0033,2023-08-04,support_ticket
u0033,2023-08-07,login
u0033,2023-08-09,feature_use
u0033,2023-08-11,churned
u0033,2023-08-28,feature_use
u0033,2023-09-02,login
u0033,2023-09-05,login
u0033,2023-09-21,feature_use
u0033,2023-09-29,churned
u0033,2023-10-11,feature_use
u0033,2023-10-18,feature_use
u0033,2023-11-12,feature_use
u0033,2023-11-13,login
u0034,2023-04-03,signup
u0034,2023-04-16,feature_use
u0034,2023-04-17,upgrade
u0034,2023-04-21,login
u0034,2023-04-24,login
u0034,2023-04-24,support_ticket
u0034,2023-04-28,login
u0034,2023-05-04,login
u0034,2023-05-10,login
u0034,2023-05-11,export
u0034,2023-05-21,feature_use
u0034,2023-05-21,feature_use
u0034,2023-05-26,login
u0034,2023-05-30,feature_use
u0034,2023-05-31,login
u0034,2023-06-02,support_ticket
u0034,2023-06-09,export
u0034,2023-06-10,feature_use
u0034,2023-06-12,export
u0034,2023-06-16,churned
u0034,2023-06-19,feature_use
u0034,2023-06-25,feature_use
u0034,2023-06-27,login
u0034,2023-07-01,support_ticket
u0034,2023-07-05,feature_use
u0034,2023-07-05,login
u0034,2023-07-09,support_ticket
u0034,2023-07-11,feature_use
u0034,2023-07-12,feature_use
u0034,2023-07-15,feature_use
u0034,2023-07-16,invite_sent
u0034,2023-07-16,support_ticket
u0034,2023-07-24,login
u0034,2023-07-26,feature_use
u0034,2023-07-28,export
u0035,2023-03-24,signup
u0035,2023-04-02,login
u0035,2023-04-02,support_ticket
u0035,2023-04-08,support_ticket
u0035,2023-04-14,invite_sent
u0035,2023-04-15,support_ticket
u0035,2023-04-16,invite_sent
u0035,2023-04-17,login
u0035,2023-04-18,churned
u0035,2023-04-20,login
u0035,2023-04-21,login
u0035,2023-04-24,upgrade
u0035,2023-04-26,feature_use
u0036,2023-08-29,signup
u0036,2023-08-30,login
u0036,2023-09-02,login
u0036,2023-09-08,login
u0036,2023-09-12,login
u0036,2023-09-12,feature_use
u0036,2023-09-18,feature_use
u0036,2023-09-22,feature_use
u0036,2023-09-25,login
u0037,2023-02-26,signup
u0037,2023-03-07,feature_use
u0037,2023-03-07,login
u0037,2023-03-17,support_ticket
u0037,2023-03-21,feature_use
u0037,2023-03-23,export
u0037,2023-04-02,login
u0037,2023-04-11,feature_use
u0037,2023-04-21,support_ticket
u0037,2023-05-07,login
u0037,2023-05-27,export
u0037,2023-06-02,feature_use
u0037,2023-06-04,login
u0037,2023-06-09,export
u0037,2023-06-10,login
u0037,2023-06-30,upgrade
u0037,2023-07-26,feature_use
u0037,2023-08-07,invite_sent
u0037,2023-08-15,login
u0037,2023-08-16,login
u0037,2023-08-26,login
u0037,2023-08-26,feature_use
u0037,2023-08-30,login
u0037,2023-09-03,feature_use
u0037,2023-09-06,login
u0037,2023-09-12,login
u0037,2023-09-14,export
u0037,2023-09-19,support_ticket
u0037,2023-09-28,login
u0037,2023-10-19,login
u0037,2023-10-22,churned
u0037,2023-10-30,feature_use
u0037,2023-11-08,login
u0037,2023-11-13,feature_use
u0037,2023-11-17,feature_use
u0037,2023-11-19,login
u0037,2023-11-23,feature_use
u0037,2023-12-02,feature_use
u0038,2023-02-12,signup
u0038,2023-02-16,upgrade
u0038,2023-02-17,feature_use
u0038,2023-02-18,upgrade
u0038,2023-02-20,login
u0038,2023-02-21,login
u0038,2023-02-22,feature_use
u0038,2023-02-28,login
u0038,2023-03-03,export
u0038,2023-03-05,invite_sent
u0038,2023-03-08,feature_use
u0038,2023-03-12,churned
u0038,2023-03-16,churned
u0038,2023-03-18,upgrade
u0038,2023-03-21,upgrade
u0038,2023-03-24,feature_use
u0038,2023-03-25,feature_use
u0038,2023-03-26,login
u0038,2023-03-26,feature_use
u0038,2023-03-30,feature_use
u0038,2023-03-31,login
u0038,2023-04-01,feature_use
u0038,2023-04-05,login
u0038,2023-04-08,login
u0038,2023-04-09,login
u0038,2023-04-10,login
u0038,2023-04-10,login
u0038,2023-04-11,invite_sent
u0038,2023-04-16,login
u0038,2023-04-17,feature_use
u0038,2023-04-21,login
u0039,2023-03-11,signup
u0039,2023-03-25,login
u0039,2023-04-14,feature_use
u0039,2023-04-25,login
u0039,2023-05-17,feature_use
u0039,2023-05-31,upgrade
u0039,2023-06-09,support_ticket
u0039,2023-06-22,support_ticket
u0039,2023-07-11,support_ticket
u0039,2023-08-07,export
u0039,2023-08-22,feature_use
u0039,2023-09-16,feature_use
u0039,2023-10-01,churned
u0039,2023-10-25,churned
u0039,2023-11-27,login
u0040,2023-09-03,signup
u0040,2023-09-07,login
u0040,2023-09-07,feature_use
u0040,2023-09-11,export
u0040,2023-09-13,login
u0040,2023-09-13,upgrade
u0040,2023-09-14,login
u0040,2023-09-15,feature_use
u0040,2023-09-20,feature_use
u0040,2023-09-20,support_ticket
u0040,2023-09-24,feature_use
u0040,2023-09-25,login
u0040,2023-09-25,feature_use
u0040,2023-09-27,support_ticket
u0040,2023-09-30,support_ticket
u0040,2023-10-02,login
u0040,2023-10-09,login
u0040,2023-10-12,feature_use
u0040,2023-10-12,feature_use
u0040,2023-10-14,feature_use
u0040,2023-10-14,export
u0040,2023-10-14,upgrade
u0040,2023-10-17,feature_use
u0040,2023-10-18,churned
u0040,2023-10-25,login
u0040,2023-10-27,feature_use
u0040,2023-10-31,feature_use
u0040,2023-11-04,feature_use
u0040,2023-11-08,feature_use
u0040,2023-11-09,login
u0040,2023-11-09,login
u0040,2023-11-09,invite_sent
u0040,2023-11-13,feature_use
u0040,2023-11-15,login
u0040,2023-11-16,login
u0040,2023-11-17,login
u0040,2023-11-20,login
u0040,2023-11-22,upgrade
u0040,2023-11-23,feature_use
u0040,2023-11-24,invite_sent
u0041,2023-06-13,signup
u0041,2023-06-15,login
u0041,2023-06-15,invite_sent
u0041,2023-06-15,feature_use
u0041,2023-06-16,support_ticket
u0041,2023-06-17,support_ticket
u0041,2023-06-17,login
u0041,2023-06-18,feature_use
u0041,2023-06-18,feature_use
u0041,2023-06-18,feature_use
u0041,2023-06-18,upgrade
u0041,2023-06-19,login
u0041,2023-06-20,export
u0041,2023-06-20,login
u0041,2023-06-20,login
u0041,2023-06-21,login
u0041,2023-06-21,churned
u0041,2023-06-21,feature_use
u0041,2023-06-22,feature_use
u0041,2023-06-23,upgrade
u0041,2023-06-24,feature_use
u0042,2023-07-25,signup
u0042,2023-07-28,login
u0042,2023-07-30,feature_use
u0042,2023-08-01,feature_use
u0042,2023-08-02,login
u0042,2023-08-07,feature_use
u0042,2023-08-12,export
u0042,2023-08-16,feature_use
u0042,2023-08-16,support_ticket
u0042,2023-08-18,feature_use
u0042,2023-08-18,support_ticket
u0042,2023-08-20,feature_use
u0042,2023-08-23,support_ticket
u0042,2023-08-28,feature_use
u0042,2023-09-02,export
u0042,2023-09-03,feature_use
u0043,2023-03-13,signup
u0043,2023-04-11,churned
u0043,2023-06-16,login
u0043,2023-06-22,churned
u0043,2023-07-13,support_ticket
